Date,Close,High,Low,Open,Volume
2024-08-01,216.48472595214844,222.5521625800544,215.15623749650504,222.4431066544272,62501000
2024-08-02,217.9718170166016,223.6625266661827,215.8402875210575,217.2679079240609,105568600
2024-08-05,207.4727783203125,211.66644653820467,194.3167378055649,197.3801970311264,119548600
2024-08-06,205.4502868652344,208.18659343179937,199.343200967242,203.5368691310161,69660500
2024-08-07,208.01806640625,211.80525225793107,204.61751548926864,205.12313014700663,63516400
2024-08-08,211.47808837890625,212.36044444161047,207.0365669160157,211.27980900719396,47161100
2024-08-09,214.3829040527344,214.9182597959333,210.1495712142523,210.2784595957283,42201600
2024-08-12,215.91146850585935,217.8767320905019,213.9958359256548,214.4623401059105,38028100
2024-08-13,219.62364196777344,220.23902400333972,217.38044783379533,217.38044783379533,44155300
2024-08-14,220.0702972412109,221.3705477847693,218.06532277692483,218.92885985517657,41960600
2024-08-15,223.04795837402344,223.67327566716008,221.1025352094067,222.9288560878089,46414000
2024-08-16,224.3680725097656,225.1422676891868,221.98592068094567,222.2539159800548,44340200
2024-08-19,224.2092742919922,224.30853630427512,221.38047353975196,224.0405409873165,40687800
2024-08-20,224.82464599609372,225.47973889834265,223.7725353535306,224.0901616619868,30299000
2024-08-21,224.7154693603516,226.2837152200136,223.375523094966,224.8345868015738,34765500
2024-08-22,222.859375,226.64102413052157,222.2340576918725,226.09511339685903,43695300
2024-08-23,225.15219116210935,226.52192810531065,222.66087229355688,223.98097823318813,38677300
2024-08-26,225.48963928222656,225.5889012812352,222.22412549030665,225.0727661478488,30602200
2024-08-27,226.33334350585935,227.1472495725316,223.21670725505916,224.31844891527624,35934600
2024-08-28,224.8048095703125,228.149730282918,224.00082364270057,226.2241624042973,38052200
2024-08-29,228.0802459716797,231.1869621230462,227.1770283167567,228.3879521456165,51906300
2024-08-30,227.29612731933597,228.68570457235603,225.78743262658827,228.4772755570311,52990800
2024-09-03,221.1125030517578,227.29614502733148,219.52440165721936,226.8494962430105,50190600
2024-09-04,219.206787109375,220.12986023982225,215.86185105944423,220.01075793789536,43840200
2024-09-05,220.72537231445312,223.8022974801588,219.8717705933337,219.9809527371486,36615400
2024-09-06,219.177001953125,223.56411324365837,218.13481142105056,222.2837029728863,48423000
2024-09-09,219.2663116455078,219.62363365317324,215.0975649862482,219.17698492990527,67180000
2024-09-10,218.4722900390625,219.83209181891957,215.1174338078889,217.29114171411047,51591000
2024-09-11,221.0032958984375,221.43008920211523,216.26878297144037,219.8122275598596,44587100
2024-09-12,221.1125030517578,221.88669831664956,218.18445530425632,220.84450772306224,37455600
2024-09-13,220.844482421875,222.37301734416337,220.2588759685165,221.91644846858935,36766600
2024-09-16,214.71046447753903,215.6037619118882,212.3283127438496,214.9288136198369,59357400
2024-09-17,215.17697143554688,215.28615358843467,212.904016801209,214.14471619981745,45519300
2024-09-18,219.04795837402344,221.0529328037412,215.92138686335736,215.9313221513165,59894900
2024-09-19,227.16709899902344,228.11004268622213,222.95865620671253,223.31597824995185,66781300
2024-09-20,226.5020751953125,231.3556905514529,225.92638886705737,228.2589097535001,318679900
2024-09-23,224.7849578857422,227.74278104335215,224.12986496132828,225.6484798300337,54146000
2024-09-24,225.67823791503903,227.64351653597865,224.0504410184132,226.94871280288092,43556100
2024-09-25,224.68569946289065,225.59885242729763,222.3531936181764,223.2564112941643,42308700
2024-09-26,225.82716369628903,226.79986786044512,223.7328623413079,225.6087993733805,36636700
2024-09-27,226.09510803222656,227.81224676693589,225.60876359989413,226.76013618443497,34026000
2024-09-30,231.266357421875,231.266357421875,227.9412771261621,228.3283747151782,54541900
2024-10-01,224.52688598632807,227.9412778656533,222.07526286618744,227.81225543239975,63285000
2024-10-02,225.09266662597656,225.67827315966653,221.3606479532611,224.20928918092056,32880600
2024-10-03,223.9908905029297,225.1224076763777,221.65838486968207,223.46483520314055,34044200
2024-10-04,225.1124725341797,226.3035407723517,222.4623407820393,226.20427877531475,37245100
2024-10-07,220.0405120849609,224.0107499786272,219.68319006872076,222.8296017820206,39505400
2024-10-08,224.09014892578125,224.29857792676052,221.588894897244,222.63108533790577,31855700
2024-10-09,227.83209228515625,228.0405364361267,223.15714569962597,223.55416342639623,33591100
2024-10-10,227.3358154296875,227.7923994519787,225.47973405841245,226.0851959438118,28183500
2024-10-11,225.8569183349609,227.70307961960657,225.6484741750507,227.5938974682738,31759200
2024-10-14,229.5790252685547,230.00581860221664,226.89911753216435,226.99836439928595,39882100
2024-10-15,232.11004638671875,235.7229623804217,230.6410474142004,231.87182665313995,64751400
2024-10-16,230.05540466308597,230.39287120683147,228.12983710309092,229.87675125001607,34082200
2024-10-17,230.4226837158203,232.11004699556463,228.8048220166126,231.69315867439417,32993800
2024-10-18,233.25148010253903,234.4226930307779,232.26884075534687,234.4226930307779,46431500
2024-10-21,234.720458984375,235.0877162866724,232.7055644739604,232.7055644739604,36254500
2024-10-22,234.1050720214844,234.46239402859047,230.8693336731526,232.14972869721717,38846600
2024-10-23,229.04299926757807,233.39041424004768,226.06532109909307,232.33830371042365,52287000
2024-10-24,228.8544464111328,229.10258628095696,226.71051430099084,228.26882480795348,31109500
2024-10-25,229.68820190429688,231.484732210271,227.8618960243761,228.03062932515897,38802300
2024-10-28,231.6633758544922,232.98348177622344,230.81970938626557,231.5839844241638,36087100
2024-10-29,231.93138122558597,232.5864741436605,230.59143496071303,231.365630174708,35417200
2024-10-30,228.3879547119141,231.73287549326048,227.8420439394486,230.8792736886572,47070900
2024-10-31,224.22911071777344,228.11994197442104,223.693120129287,227.63358238786927,64370100
2024-11-01,221.25143432617188,223.67328184782377,218.6310779402587,219.3258665378009,65276700
2024-11-04,220.3581085205078,221.13230364643437,218.07523400035527,219.34570882983752,44944500
2024-11-05,221.7873992919922,222.28367900181772,219.49458945583885,220.14968230766976,28111300
2024-11-06,221.06285095214844,224.387931303672,219.54423614319148,220.95366880237512,54561100
2024-11-07,225.7874298095703,226.18446269494837,222.899093187882,222.95864433437472,42137700
2024-11-08,225.51914978027344,227.20835428792037,224.9726384261151,225.72780810336752,38328800
2024-11-11,222.80645751953125,224.26712634517855,220.0937933412938,223.5715733715174,42005600
2024-11-12,222.80645751953125,224.15782408060912,221.94198562097503,223.1244332571579,40398300
2024-11-13,223.6908264160156,225.2111120360391,221.34580821096,222.5878726169869,48566200
2024-11-14,226.7711334228516,227.41700079571672,223.5715745650122,223.5914518391994,44923900
2024-11-15,223.5715789794922,225.4793879673537,222.84621765747357,224.96268496170848,47923700
2024-11-18,226.57241821289065,228.28149999782983,223.74050538640265,223.8199993254601,44633700
2024-11-19,226.83074951171875,228.69881907074452,225.221039030722,225.53899960732684,36211800
2024-11-20,227.54620361328125,228.4702922716314,224.45594670445817,226.61216873586116,35169600
2024-11-21,227.0692443847656,228.69883223369172,224.2770861035494,227.42695953023323,42108300
2024-11-22,228.41065979003903,229.25526960886552,226.6121530455377,226.6121530455377,38168300
2024-11-25,231.39163208007807,231.7692245216812,228.2815130321861,229.99059491471,90152800
2024-11-26,233.56771850585935,234.07449047305911,231.84870566104107,231.84870566104107,45986200
2024-11-27,233.43853759765625,234.1937224347506,232.32565277909848,232.9814664022851,33498400
2024-11-29,235.8233184814453,236.3002669685808,232.48464874765904,233.31931239062584,28481400
2024-12-02,238.0689697265625,239.26134854667043,235.65440375298792,235.7637060292764,48137100
2024-12-03,241.1095123291016,241.2188145923816,237.38331948353385,238.28754591958517,38861000
2024-12-04,241.46725463867188,242.56027739454964,239.7184333911867,241.32814402991647,44383900
2024-12-05,241.4970703125,242.9875476638645,240.5928589090645,242.44105143123323,40033900
2024-12-06,241.29833984375,243.0769846168902,240.5431701206591,241.36790273028285,36870600
2024-12-09,245.1835021972656,245.6703968797777,240.2152448072501,240.29473874492052,44649200
2024-12-10,246.197021484375,246.63423054379348,243.78244060146585,245.32260336553807,36914800
2024-12-11,244.9251708984375,249.207806563516,244.69662013013263,246.3858398593606,45205800
2024-12-12,246.3858337402344,247.1608807008323,244.12029436088807,245.3226193526416,32777500
2024-12-13,246.55474853515625,247.7073727380188,244.67674782957272,246.24671899982584,33155300
2024-12-16,249.4462738037109,249.7841268474892,246.07779571830557,246.4156487620838,51694800
2024-12-17,251.87078857421875,252.2185726786221,248.19428090188288,248.4923793968116,51356400
2024-12-18,246.4752655029297,252.6657103008961,246.1672359539693,250.55917390522964,56774100
2024-12-19,248.2041931152344,250.400169527173,245.5213371883983,245.92873792847348,60882300
2024-12-20,252.87437438964844,253.38113119374523,244.1302382023433,246.46531011815412,147495300
2024-12-23,253.6493988037109,254.02697602810863,251.84094596601008,253.1525731004196,40858800
2024-12-24,256.560791015625,256.57070690893096,253.66924678278625,253.86798918256417,23234700
2024-12-26,257.3755798339844,258.4487403486908,255.9944201288889,256.55086249805703,27237100
2024-12-27,253.9673767089844,257.05764856283577,251.45343969164696,256.19314630806485,42355300
2024-12-30,250.59890747070312,251.890657464443,249.15811581542044,250.6287158030117,35557500
2024-12-31,248.8302154541016,251.6720594492945,247.8464949766397,250.83739579916156,39480700
